#,Name of the Plant,Family,Common Name,link
680,Erodium moschatum L.'Herit,GERANIACEAE,Musk-Clover (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008599&column=szBarcode
681,Eruca sativa L.,BRASSICACEAE,"Taramira, Seoha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003749&column=szBarcode
682,Ervatamia heyneana (Wall.) T. Cooke,APOCYNACEAE,Kundalapala (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009274&column=szBarcode
683,Erycibe paniculata Roxb.,CONVOLVULACEAE,Puttapalatige (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009689&column=szBarcode
684,Eryngium foetidum L.,APIACEAE,"Ban-Dhania, Jongali-memedo (Assam)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013763&column=szBarcode
685,Erysimum rependum L.,BRASSICACEAE,Hamadan (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003754&column=szBarcode
686,Erythrina stricta Roxb.,FABACEAE,Mura (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003658&column=szBarcode
687,Erythrina suberosa Roxb.,FABACEAE,"Dauldhak, Madar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003656&column=szBarcode
688,Erythrina variegata L.,FABACEAE,"Dadap, Mandara",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003657&column=szBarcode
689,Erythroxylon coca Lam.,ERYTHROXYLACEAE,Coca (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013461&column=szBarcode
690,Erythroxylon monogynum Roxb.,ERYTHROXYLACEAE,Devadaru (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013463&column=szBarcode
691,Eucalyptus citridora Hook.,MYRTACEAE,Lemon-scented Eucalypt (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013794&column=szBarcode
692,Eucalyptus globulus Labill.,MYRTACEAE,"Yukeliptas, Eucalyptus (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013795&column=szBarcode
693,Eulophia epidendraea C.E.C.Fisch.,ORCHIDACEAE,Katou-Kaida-Maravara (Malayalam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003920&column=szBarcode
694,Eulophia herbacea Lindl.,ORCHIDACEAE,Kukudkand (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003921&column=szBarcode
695,Eulophia nuda Lindl.,ORCHIDACEAE,"Amarkand, Goruma",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003922&column=szBarcode
696,Euonymus tingens Wall. ex Roxb.,CELASTRACEAE,Kungku,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003599&column=szBarcode
697,Euphorbia microphylla B.Heyne ex Roth,EUPHORBIACEAE,Chota-keruee (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008943&column=szBarcode
698,Euphorbia neriifolia L.,EUPHORBIACEAE,"Sehund, Thohar, Pattonkisend",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008937&column=szBarcode
699,Euphorbia nivulea Buch.-Ham.,EUPHORBIACEAE,Katathohar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008946&column=szBarcode
700,Euphorbia pilosa L.,EUPHORBIACEAE,Chounpalu (Chinese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008936&column=szBarcode
701,Euphorbia rosea Retz.,EUPHORBIACEAE,Chinnamman paccharisi (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008950&column=szBarcode
702,Euphorbia royleana Boiss.,EUPHORBIACEAE,"Thor, Shakarpitan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008932&column=szBarcode
703,Euphorbia thymifolia L.,EUPHORBIACEAE,Choti-dudhi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008941&column=szBarcode
704,Euphorbia tirucalli L.,EUPHORBIACEAE,Konpal sehund,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008930&column=szBarcode
705,Euphorbia antiquorum L.,EUPHORBIACEAE,Tredhara sehund,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008934&column=szBarcode
706,Euphorbia dracunculoides Lam.,EUPHORBIACEAE,Chagulputputi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008935&column=szBarcode
707,Euphorbia fusiformis Buch.-Ham. ex D. Don,EUPHORBIACEAE,"Banmuli, Khargoni (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008947&column=szBarcode
708,Euphorbia granulata Forsk.,EUPHORBIACEAE,Kanthaarak (Santali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008942&column=szBarcode
709,Euphorbia helioscopia L.,EUPHORBIACEAE,"Hirruseeah, Mahabi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008938&column=szBarcode
710,Euphorbia hirta L.,EUPHORBIACEAE,Dudhia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008949&column=szBarcode
711,Euphorbia hypericifolia L.,EUPHORBIACEAE,Hakshardana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008940&column=szBarcode
712,Euphorbia nivulea Buch.-Ham.,EUPHORBIACEAE,Katathohar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008945&column=szBarcode
713,Euphorbia thomsoniana Boiss.,EUPHORBIACEAE,Hirtiz (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008931&column=szBarcode
714,Euphrasia officinalis L.,SCROPHULARIACEAE,Eyebright (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009670&column=szBarcode
715,Euploca strigosa (Willd.) Diane & Hilger,BORAGINACEAE,"Chitiphal, Safed bhangra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009730&column=szBarcode
716,Euryale ferox Salisb.,NYMPHAEACEAE,Makhana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003781&column=szBarcode
717,Eurycoma longifolia Jack,SIMAROUBACEAE,Tongkat ali (Malay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013480&column=szBarcode
718,Evodia lunu-ankenda (Gaertn.) Merr.,RUTACEAE,Kanalei (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009971&column=szBarcode
719,Evolvulus alsinoides (L.) L.,CONVOLVULACEAE,"Shyamakranta, Sankhahuli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009700&column=szBarcode
720,Exacum bicolor Roxb.,GENTIANACEAE,Baracharayata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013569&column=szBarcode
721,Exacum pedunculatum L.,GENTIANACEAE,Kana poondu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013568&column=szBarcode
722,Exacum tetragonum Roxb.,GENTIANACEAE,Bara-charayata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013570&column=szBarcode
723,Excoecaria acerifolia Didr.,EUPHORBIACEAE,Basingh,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008980&column=szBarcode
724,Excoecaria agallocha L.,EUPHORBIACEAE,Gengwa (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008979&column=szBarcode
725,Fagonia cretica L.,ZYGOPHYLLACEAE,Ustarkhar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013459&column=szBarcode
726,Fagopyrum dibotrys (D. Don) Hara,POLYGONACEAE,"Ban ogal, Kanjolya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009911&column=szBarcode
727,Fagopyrum esculentum Moench.,POLYGONACEAE,"Kotu, Phaphra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009912&column=szBarcode
728,Fagopyrum tataricum (L.) Gaertn.,POLYGONACEAE,Kaspat,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008877&column=szBarcode
729,Fagraea racemosa Jack,LOGANIACEAE,Thithpaloo (Burma),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013559&column=szBarcode
730,Farsetia hamiltonii Royle,BRASSICACEAE,Faridbuti (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003761&column=szBarcode
731,Farsetia jacquemontii Hook.f. & Thomson,BRASSICACEAE,Faridbuti (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003759&column=szBarcode
732,Ferula asa-foetida L.,APIACEAE,Hing,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013746&column=szBarcode
733,Ferula galbaniflua Boiss. ex Buhse,APIACEAE,Galbanum,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013986&column=szBarcode
734,Ferula jaeschkeana Vatke,APIACEAE,"Hingupatri, Hingu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013749&column=szBarcode
735,Ferula narthex Boiss.,APIACEAE,"Hing, Inguva (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013748&column=szBarcode
736,Ficus amplissima Sm.,MORACEAE,Jari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009757&column=szBarcode
737,Ficus arnottiana (Miq.) Miq.,MORACEAE,Paraspipal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009755&column=szBarcode
738,Ficus benghalensis L.,MORACEAE,"Bar, Bargad",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009749&column=szBarcode
739,Ficus benjamina L.,MORACEAE,Pukar (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009751&column=szBarcode
740,Ficus carica L.,MORACEAE,Anjir,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009765&column=szBarcode
741,Ficus dalhousiae Miq.,MORACEAE,Somavalkhom (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009750&column=szBarcode
742,Ficus exasperata Vahl,MORACEAE,Kalmnor,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009760&column=szBarcode
743,Ficus fistulosa Reinw.,MORACEAE,Kalapong (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009761&column=szBarcode
744,Ficus heterophylla L.f.,MORACEAE,Trayamana (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009758&column=szBarcode
745,Ficus hispida L.f.,MORACEAE,"Daduri, Dagurin",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009764&column=szBarcode
746,Ficus microcarpa L.f.,MORACEAE,Kamrup,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009752&column=szBarcode
747,Ficus palmata Forsk.,MORACEAE,"Anjiri, Bedu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009763&column=szBarcode
748,Ficus racemosa L.,MORACEAE,"Gular, Umar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009766&column=szBarcode
749,Ficus religiosa L.,MORACEAE,"Pipal, Pipli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009754&column=szBarcode
750,Ficus ribes Reinw. ex Blume,MORACEAE,Chhota Jangli Anjur,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000006537&column=szBarcode
751,Ficus rumphii Blume,MORACEAE,"Gagjaira, Ganja",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009756&column=szBarcode
752,Ficus semicordata Buch.-Ham. ex Sm.,MORACEAE,"Jharphali, Khain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009762&column=szBarcode
753,Ficus talbotii King,MORACEAE,Plaksha (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009753&column=szBarcode
754,Ficus tinctoria G.Forst.,MORACEAE,Udumber (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009903&column=szBarcode
755,Ficus virens Aiton,MORACEAE,"Pakad, Pakur (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009759&column=szBarcode
756,Fimbristylis falcata (Vahl) Kunth,CYPERACEAE,West Indian Fimbry (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003228&column=szBarcode
757,Flacourtia indica (Burm.f.) Merr.,FLACOURTIACEAE,"Gargugal, Kakai (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003723&column=szBarcode
758,Flacourtia jangomas (Lour.) Raeusch.,FLACOURTIACEAE,Paniala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003722&column=szBarcode
759,Flagellaria indica L.,FLAGELLARIACEAE,Bomugra (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003072&column=szBarcode
760,Flemingia chappar Buch.-Ham. ex Benth.,FABACEAE,Salpan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003621&column=szBarcode
761,Flemingia macrophylla (Willd.) Prain ex Merill.,FABACEAE,"Bara-salpan, Bhalia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003622&column=szBarcode
762,Flemingia nana Roxb.,FABACEAE,"Bara-salpan, Bhalia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003614&column=szBarcode
763,Flemingia strobilifera (L.) W.T.Aiton,FABACEAE,Kussunt,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003617&column=szBarcode
764,Flemingia tuberosa Dalzell,FABACEAE,Birmova (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003615&column=szBarcode
765,Foeniculum vulgare Mill.,APIACEAE,"Saunf, Sonp",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013751&column=szBarcode
766,Frankenia pulverulenta L.,FRANKENIACEAE,Shabnami (Urdu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003832&column=szBarcode
767,Fraxinus floribunda Wall. ex Roxb.,OLEACEAE,Dieng-lavmaheg (Khasi hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009239&column=szBarcode
768,Fraxinus hookeri Wenz.,OLEACEAE,Kum (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009236&column=szBarcode
769,Fraxinus ornus L.,OLEACEAE,Shirkhist,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009237&column=szBarcode
770,Fritillaria cirrhosa D.Don,LILIACEAE,Shothkar (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003077&column=szBarcode
771,Fritillaria imperialis L.,LILIACEAE,Crown Imperial (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003079&column=szBarcode
772,Fucus vesiculosus L.,FUCACEAE,Bladder wrack (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003906&column=szBarcode
773,Fumaria indica (Hausskn.) Pugsley,FUMARIACEAE,"Pitpara, Shahterah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003767&column=szBarcode
774,Fumaria parviflora Lam.,FUMARIACEAE,"Pitpara, Shahterah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003768&column=szBarcode
775,Galeopsis tetrahit L.,LAMIACEAE,Common Hempnettle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008892&column=szBarcode
776,Galium aparine L.,RUBIACEAE,"Cleavers, Goose grass (Eng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013585&column=szBarcode
777,Galium elegans Wall.,RUBIACEAE,Lahare kuro (Nep.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013588&column=szBarcode
778,Galium verum L.,RUBIACEAE,Cheese Rennet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013587&column=szBarcode
779,Garcinia cambogia (Gaertn.) Desr.,CLUSIACEAE,Dharambe (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003812&column=szBarcode
780,Garcinia cowa Roxb.,CLUSIACEAE,Cowa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003813&column=szBarcode
781,Garcinia indica (Dupetit- Thouars) Chois.,CLUSIACEAE,Kokam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003814&column=szBarcode
782,Garcinia mangostana L.,CLUSIACEAE,"Mangustan, Mangusta",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003807&column=szBarcode
783,Garcinia morella (Gaertn.) Desr.,CLUSIACEAE,Tamal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003810&column=szBarcode
784,Garcinia pedunculata Roxb.,CLUSIACEAE,Tikul (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003811&column=szBarcode
785,Garcinia tinctoria (DC.) W.Wight,CLUSIACEAE,"Dampel, Tamal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003809&column=szBarcode
786,Gardenia campanulata Roxb.,RUBIACEAE,Bitmara (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013598&column=szBarcode
787,Gardenia gummifera L.f.,RUBIACEAE,Dikamali,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013599&column=szBarcode
788,Gardenia jasminoides J.Ellis,RUBIACEAE,Gandharaj,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013600&column=szBarcode
789,Gardenia resinifera Roth,RUBIACEAE,Dikamali,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013603&column=szBarcode
790,Gardenia turgida Roxb.,RUBIACEAE,"Thanella, Ghurgia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013601&column=szBarcode
791,Garuga pinnata Roxb.,BURSERACEAE,"Kharpat, Ghogar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009882&column=szBarcode
792,Gaultheria fragrantissima Wall.,ERICACEAE,Kalomba (Lepcha),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009233&column=szBarcode
793,Gelonium multiflorum A.Juss.,EUPHORBIACEAE,Ban naringa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008977&column=szBarcode
794,Geranium lucidum L.,GERANIACEAE,Shining cranesbill (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009978&column=szBarcode
795,Geranium mascatense Boiss.,GERANIACEAE,Ragatageri (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009980&column=szBarcode
796,Geranium molle L.,GERANIACEAE,Awnless Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009979&column=szBarcode
797,Geranium nepalense L.,GERANIACEAE,Bhand,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013451&column=szBarcode
798,Geranium nepalense Sweet,GERANIACEAE,Bhanda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009986&column=szBarcode
799,Geranium pusillum Burm.f.,GERANIACEAE,Small Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009983&column=szBarcode
800,Geranium robertianum L.,GERANIACEAE,Herb-Robert Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009982&column=szBarcode
801,Geranium rotundifolium L.,GERANIACEAE,Round-leaved crane's bill (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009984&column=szBarcode
802,Geranium wallichianum D.Don ex Sweet,GERANIACEAE,Laljhari (U.P. & Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013452&column=szBarcode
803,Gerbera piloselloides (L.) Cass.,ASTERACEAE,Hawkweed Gerbera Daisy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013690&column=szBarcode
804,Geum elatum Wall. ex. G.Don,ROSACEAE,Gogjemul (Kash.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013727&column=szBarcode
805,Girardinia diversifolia (Link.) Friis,URTICACEAE,Allo Sisnu (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009010&column=szBarcode
806,Gironniera cuspidata (Blume) Planch. ex Kurz,ULMACEAE,Koditani (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009004&column=szBarcode
807,Gisekia pharmaceoides L.,FICOIDEAE,Balu-ka-sag,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013738&column=szBarcode
808,Gleditsia triacanthos L.,CAESALPINIACEAE,Common Honeylocust (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003712&column=szBarcode
809,Glinus lotoides L.,FICOIDEAE,Gandibudi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013185&column=szBarcode
810,Glinus oppositifolius (L.) A.DC.,FICOIDEAE,Jima,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013186&column=szBarcode
811,Glochidion hohenackeri Bedd.,EUPHORBIACEAE,Bhoma (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008963&column=szBarcode
812,Glochidion zeylanicum (Gaertn.) A.Juss.,EUPHORBIACEAE,Itepulla (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008961&column=szBarcode
813,Gloriosa superba L.,LILIACEAE,"Karihari, Languli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003074&column=szBarcode
814,Glossocardia bosvallia (L.f.) DC.,ASTERACEAE,Seri,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013691&column=szBarcode
815,Glossogyne bidens (Retz.) Alston,ASTERACEAE,Pardeshibhangro (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013692&column=szBarcode
816,Glycine max (L.) Merr.,FABACEAE,"Bhat, Bhatwar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003664&column=szBarcode
817,Glycirrhiza glabra L.,FABACEAE,"Mulhatti, Jethi-madh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003684&column=szBarcode
818,Glycosmis arborea (Roxb.) DC.,RUTACEAE,Ban-nimbu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009966&column=szBarcode
819,Gmelina arborea Roxb.,VERBENACEAE,"Gambhar, Gumhar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009081&column=szBarcode
